school,district,ncesid,title_1_school_status,lat,long,total_enroll,bipoc_enroll,bipoc_pct,white_enroll
SONNESYN ELEMENTARY,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.018684,-93.391083,429,267,0.6223776223776224,162
SOUTH CAMPUS EDUCATION CENTER,NORTHEAST METRO 916,2702264,6-Not a Title I school,45.0486,-93.0071,63,25,0.3968253968253968,38
SOUTH EDUCATION CENTER ACADEMY,INTERMEDIATE SCHOOL DISTRICT 287,2700025,6-Not a Title I school,44.868045,-93.310844,89,69,0.7752808988764045,20
SOUTH ELEMENTARY SCHOOL,ST. PETER PUBLIC SCHOOL DISTRICT,2733870,2-Title I targeted assistance school,44.3169,-93.9725,292,98,0.3356164383561644,194
SOUTH JUNIOR HIGH,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.547,-94.1678,926,524,0.5658747300215983,402
SOUTH POINT ELEMENTARY,EAST GRAND FORKS PUBLIC SCHOOL DIST,2711130,5-Title I schoolwide school,47.9048,-96.9908,456,123,0.26973684210526316,333
SOUTH RIDGE ELEMENTARY,ST. LOUIS COUNTY SCHOOL DISTRICT,2700008,2-Title I targeted assistance school,46.96582,-92.545994,337,70,0.20771513353115728,267
SOUTH RIDGE SECONDARY,ST. LOUIS COUNTY SCHOOL DISTRICT,2700008,2-Title I targeted assistance school,46.96582,-92.545994,255,45,0.17647058823529413,210
SOUTH SENIOR HIGH,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.945963,-93.244269,1739,1108,0.6371477860839563,631
SOUTH ST. PAUL HIGH SCHOOL,South St. Paul Public School Dist,2733270,5-Title I schoolwide school,44.8932,-93.042,1682,788,0.4684898929845422,894
SOUTH TERRACE ELEMENTARY,CARLTON PUBLIC SCHOOL DISTRICT,2707590,2-Title I targeted assistance school,46.6525,-92.4272,188,41,0.21808510638297873,147
SOUTH VIEW MIDDLE,EDINA PUBLIC SCHOOL DISTRICT,2711250,2-Title I targeted assistance school,44.8995,-93.346,965,330,0.34196891191709844,635
SOUTH WASHINGTON ALTERNATIVE HS,SOUTH WASHINGTON COUNTY SCHOOL DIST,2733810,2-Title I targeted assistance school,44.818392,-92.935878,97,42,0.4329896907216495,55
SOUTHERN PLAINS AREA LEARNING CNTR.,SOUTHERN PLAINS EDUCATION COOP.,2700046,6-Not a Title I school,43.664749,-94.460521,47,13,0.2765957446808511,34
SOUTHGATE ELEMENTARY,AUSTIN PUBLIC SCHOOL DISTRICT,2703450,5-Title I schoolwide school,43.6476,-92.9936,532,269,0.5056390977443609,263
SOUTHLAND ELEMENTARY,SOUTHLAND PUBLIC SCHOOL DISTRICT,2702720,5-Title I schoolwide school,43.6054,-92.8294,153,13,0.08496732026143791,140
SOUTHLAND MIDDLE,SOUTHLAND PUBLIC SCHOOL DISTRICT,2702720,5-Title I schoolwide school,43.5683,-92.7164,90,12,0.13333333333333333,78
SOUTHLAND SENIOR HIGH,SOUTHLAND PUBLIC SCHOOL DISTRICT,2702720,5-Title I schoolwide school,43.5687,-92.7174,130,10,0.07692307692307693,120
SOUTHSIDE FAMILY CHARTER SCHOOL,SOUTHSIDE FAMILY CHARTER SCHOOL,2700278,5-Title I schoolwide school,44.920534,-93.272105,122,73,0.5983606557377049,49
SOUTHVIEW ELEMENTARY,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7258,-93.2397,671,295,0.4396423248882265,376
SOUTHVIEW ELEMENTARY,WACONIA PUBLIC SCHOOL DISTRICT,2741460,2-Title I targeted assistance school,44.844799,-93.789731,610,76,0.12459016393442623,534
SOUTHWEST ELEMENTARY,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,5-Title I schoolwide school,47.2252,-93.5384,359,46,0.12813370473537605,313
SOUTHWEST MIDDLE,ALBERT LEA PUBLIC SCHOOL DISTRICT,2702970,5-Title I schoolwide school,43.6421,-93.3906,541,206,0.3807763401109057,335
SOUTHWEST SENIOR HIGH,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.918405,-93.324337,1944,860,0.44238683127572015,1084
SPECIAL EDUCATION,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.165087,-94.005497,295,80,0.2711864406779661,215
SPECIAL EDUCATION FACILITIES,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.549699,-94.23356,68,24,0.35294117647058826,44
SPECIAL SERVICES,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.794268,-93.524862,126,46,0.36507936507936506,80
SPECTRUM HIGH SCHOOL,SPECTRUM HIGH SCHOOL,2700276,2-Title I targeted assistance school,45.293455,-93.551079,416,55,0.13221153846153846,361
SPECTRUM MIDDLE SCHOOL - GRADE 6,SPECTRUM HIGH SCHOOL,2700276,2-Title I targeted assistance school,45.29376,-93.547941,116,13,0.11206896551724138,103
SPECTRUM MIDDLE SCHOOL - GRADES 7-8,SPECTRUM HIGH SCHOOL,2700276,2-Title I targeted assistance school,45.29426,-93.549431,254,28,0.11023622047244094,226
SPERO ACADEMY,Spero Academy,2700352,6-Not a Title I school,45.017541,-93.268605,142,74,0.5211267605633803,68
SPRING GROVE ELEMENTARY,SPRING GROVE SCHOOL DISTRICT,2733300,2-Title I targeted assistance school,43.561,-91.6423,200,7,0.035,193
SPRING GROVE SECONDARY,SPRING GROVE SCHOOL DISTRICT,2733300,2-Title I targeted assistance school,43.561,-91.6413,174,10,0.05747126436781609,164
SPRING LAKE PARK SENIOR HIGH,SPRING LAKE PARK PUBLIC SCHOOLS,2733330,2-Title I targeted assistance school,45.112142,-93.245663,1746,770,0.44100801832760594,976
SPRINGFIELD ELEMENTARY,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2733390,2-Title I targeted assistance school,44.2372,-94.9827,311,26,0.08360128617363344,285
SPRINGFIELD SECONDARY,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2733390,2-Title I targeted assistance school,44.2385,-94.9828,264,14,0.05303030303030303,250
ST CROIX PREPARATORY ACADEMY MIDDLE,ST. CROIX PREPARATORY ACADEMY,2700362,2-Title I targeted assistance school,45.0572,-92.8076,367,86,0.23433242506811988,281
ST CROIX VALLEY AREA LEARNING CNTR.,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,45.02805,-92.846791,74,19,0.25675675675675674,55
ST PAUL CONSERVATORY PERFORMING ART,ST PAUL CONSERVATORY PERFORMING ART,2700351,6-Not a Title I school,44.945251,-93.09499,446,127,0.28475336322869954,319
ST. ANTHONY MIDDLE,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2733420,2-Title I targeted assistance school,45.0283,-93.2146,432,184,0.42592592592592593,248
ST. ANTHONY PARK ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.978076,-93.191705,555,232,0.418018018018018,323
ST. ANTHONY VILLAGE SENIOR HIGH,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2733420,2-Title I targeted assistance school,45.0283,-93.2145,687,262,0.3813682678311499,425
ST. CHARLES ELEMENTARY,ST. CHARLES PUBLIC SCHOOL DISTRICT,2733450,2-Title I targeted assistance school,43.9689,-92.0627,542,90,0.16605166051660517,452
ST. CHARLES SECONDARY,ST. CHARLES PUBLIC SCHOOL DISTRICT,2733450,2-Title I targeted assistance school,43.9714,-92.0547,461,88,0.19088937093275488,373
ST. CLAIR ELEMENTARY,ST. CLAIR PUBLIC SCHOOL DISTRICT,2733480,2-Title I targeted assistance school,44.0812,-93.8589,350,7,0.02,343
ST. CLAIR SECONDARY,ST. CLAIR PUBLIC SCHOOL DISTRICT,2733480,2-Title I targeted assistance school,44.0815,-93.86,325,18,0.055384615384615386,307
ST. CLOUD AREA LEARNING CENTER,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.558,-94.226263,285,176,0.6175438596491228,109
ST. CROIX PREPARATORY ACADEMY LOWER,ST. CROIX PREPARATORY ACADEMY,2700362,2-Title I targeted assistance school,45.0558,-92.8111,451,88,0.1951219512195122,363
ST. CROIX PREPARATORY ACADEMY UPPER,ST. CROIX PREPARATORY ACADEMY,2700362,2-Title I targeted assistance school,45.013598,-92.797871,390,60,0.15384615384615385,330
ST. FRANCIS ELEMENTARY,St. Francis Area Schools,2733540,5-Title I schoolwide school,45.3854,-93.3663,640,98,0.153125,542
ST. FRANCIS HIGH,St. Francis Area Schools,2733540,5-Title I schoolwide school,45.388076,-93.350203,1297,184,0.14186584425597532,1113
ST. FRANCIS MIDDLE,St. Francis Area Schools,2733540,5-Title I schoolwide school,45.387738,-93.363465,737,115,0.1560379918588874,622
ST. JAMES MIDDLE/HIGH SCHOOL,ST. JAMES PUBLIC SCHOOL DISTRICT,2733600,5-Title I schoolwide school,43.9911,-94.6255,502,263,0.5239043824701195,239
ST. JAMES NORTHSIDE ELEMENTARY,ST. JAMES PUBLIC SCHOOL DISTRICT,2733600,5-Title I schoolwide school,43.9913,-94.6212,445,252,0.5662921348314607,193
ST. LOUIS PARK MIDDLE SCHOOL,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2733780,2-Title I targeted assistance school,44.963,-93.3789,1046,504,0.4818355640535373,542
ST. LOUIS PARK SENIOR HIGH,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2733780,2-Title I targeted assistance school,44.9428,-93.3611,1445,687,0.4754325259515571,758
ST. LOUIS PARK SPECIAL ED. PROGRAM,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2733780,2-Title I targeted assistance school,44.93947,-93.359151,139,68,0.4892086330935252,71
ST. MICHAEL ELEMENTARY,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2733790,2-Title I targeted assistance school,45.2091,-93.6685,541,92,0.17005545286506468,449
ST. MICHAEL-ALBERTVILLE MIDDLE EAST,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2733790,2-Title I targeted assistance school,45.2218,-93.6224,926,129,0.13930885529157666,797
ST. MICHAEL-ALBERTVILLE MIDDLE WEST,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2733790,2-Title I targeted assistance school,45.223487,-93.659179,1137,203,0.1785400175901495,934
ST. MICHAEL-ALBERTVILLE SENIOR HIGH,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2733790,2-Title I targeted assistance school,45.235479,-93.691118,2156,258,0.11966604823747681,1898
ST. PAUL CITY MIDDLE SCHOOL,ST. PAUL CITY SCHOOL,2700142,5-Title I schoolwide school,44.9607,-93.1154,156,153,0.9807692307692307,3
ST. PAUL CITY PRIMARY SCHOOL,ST. PAUL CITY SCHOOL,2700142,5-Title I schoolwide school,44.9583,-93.1113,313,308,0.9840255591054313,5
ST. PAUL SCHOOL OF NORTHERN LIGHTS,St. Paul School of Northern Lights,2700458,6-Not a Title I school,44.92811,-93.127879,99,28,0.2828282828282828,71
ST. PETER ECSE,ST. PETER PUBLIC SCHOOL DISTRICT,2733870,2-Title I targeted assistance school,44.328631,-93.966565,65,20,0.3076923076923077,45
ST. PETER HIGH SCHOOL,ST. PETER PUBLIC SCHOOL DISTRICT,2733870,2-Title I targeted assistance school,44.327879,-93.987008,703,178,0.2532005689900427,525
ST. PETER MIDDLE SCHOOL,ST. PETER PUBLIC SCHOOL DISTRICT,2733870,2-Title I targeted assistance school,44.3292,-93.9664,698,223,0.3194842406876791,475
STADIUM VIEW,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.974738,-93.261549,48,45,0.9375,3
STAPLES-MOTLEY ELEMENTARY,STAPLES-MOTLEY SCHOOL DISTRICT,2733900,5-Title I schoolwide school,46.365,-94.7953,359,49,0.13649025069637882,310
STAPLES-MOTLEY SENIOR HIGH,STAPLES-MOTLEY SCHOOL DISTRICT,2733900,5-Title I schoolwide school,46.3586,-94.7967,351,39,0.1111111111111111,312
STAR OF THE NORTH ACADEMY CHARTER S,Star of the North Academy Charter S,2700390,5-Title I schoolwide school,45.319015,-93.231045,126,86,0.6825396825396826,40
STEP,FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,2-Title I targeted assistance school,45.2797,-92.9853,41,7,0.17073170731707318,34
STEP ACADEMY CHARTER SCHOOL,STEP ACADEMY CHARTER SCHOOL,2700367,5-Title I schoolwide school,44.959744,-93.064979,375,372,0.992,3
STEP ACADEMY ELEMENTARY,STEP ACADEMY CHARTER SCHOOL,2700367,5-Title I schoolwide school,44.959744,-93.064979,239,238,0.99581589958159,1
STEP AHEAD HIGH SCHOOL,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.2161,-93.415,114,26,0.22807017543859648,88
STEPHEN SENIOR HIGH,STEPHEN-ARGYLE CENTRAL SCHOOLS,2700127,2-Title I targeted assistance school,48.4509,-96.8786,136,19,0.13970588235294118,117
STEVENS ELEMENTARY,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2710090,2-Title I targeted assistance school,44.9302,-96.058,292,35,0.11986301369863013,257
STEVENSON ELEMENTARY,FRIDLEY PUBLIC SCHOOL DISTRICT,2712420,2-Title I targeted assistance school,45.0782,-93.2747,481,343,0.7130977130977131,138
STEWARTVILLE MIDDLE,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2738160,2-Title I targeted assistance school,43.8525,-92.4946,516,45,0.0872093023255814,471
STEWARTVILLE SENIOR HIGH,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2738160,2-Title I targeted assistance school,43.8524,-92.4932,600,37,0.06166666666666667,563
STILLWATER AREA HIGH SCHOOL,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,45.0291,-92.8484,2718,505,0.18579838116261957,2213
STILLWATER MIDDLE SCHOOL,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,45.0439,-92.8128,1022,150,0.14677103718199608,872
STILLWATER SPECIAL SERVICES-ECSE,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,45.045961,-92.812215,207,63,0.30434782608695654,144
STONEBRIDGE ELEMENTARY,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,45.0627,-92.8228,433,45,0.10392609699769054,388
STONEBRIDGE WORLD SCHOOL,Stonebridge World School,2700289,5-Title I schoolwide school,44.920559,-93.288735,283,265,0.9363957597173145,18
STOWE ELEMENTARY,DULUTH PUBLIC SCHOOL DISTRICT,2711040,5-Title I schoolwide school,46.664402,-92.229453,292,66,0.22602739726027396,226
STRIDE ACADEMY K-8 CHARTER SCHOOL,STRIDE ACADEMY CHARTER SCHOOL,2700252,2-Title I targeted assistance school,45.516831,-94.21669,461,346,0.7505422993492408,115
SUCCESS ACADEMY,Success Academy,2700404,5-Title I schoolwide school,44.854714,-93.264428,130,128,0.9846153846153847,2
SULLIVAN ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.952574,-93.225694,511,482,0.9432485322896281,29
SUMNER ELEMENTARY,AUSTIN PUBLIC SCHOOL DISTRICT,2703450,5-Title I schoolwide school,43.6738,-92.9845,316,277,0.8765822784810127,39
SUN,INTERMEDIATE SCHOOL DISTRICT 287,2700025,6-Not a Title I school,44.999728,-93.450541,71,56,0.7887323943661971,15
SUN PATH ELEMENTARY,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.773,-93.4932,593,264,0.4451939291736931,329
SUN TRANSITION,INTERMEDIATE SCHOOL DISTRICT 287,2700025,6-Not a Title I school,44.999728,-93.450541,51,23,0.45098039215686275,28
SUNNYSIDE ELEMENTARY,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.0925,-93.2131,530,230,0.4339622641509434,300
SUNNYSIDE ELEMENTARY,RED WING PUBLIC SCHOOL DISTRICT,2730480,2-Title I targeted assistance school,44.5508,-92.5406,442,112,0.25339366515837103,330
SUNRISE ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.198039,-93.154242,939,251,0.2673056443024494,688
SUNRISE PARK MIDDLE,WHITE BEAR LAKE SCHOOL DISTRICT,2742360,5-Title I schoolwide school,45.0586,-92.9998,843,309,0.3665480427046263,534
SUNRISE RIVER ELEMENTARY,NORTH BRANCH PUBLIC SCHOOLS,2723820,2-Title I targeted assistance school,45.495239,-92.969154,904,136,0.1504424778761062,768
SUNSET HILL ELEMENTARY,WAYZATA PUBLIC SCHOOL DISTRICT,2742160,2-Title I targeted assistance school,44.9799,-93.4453,676,246,0.363905325443787,430
SUNSET TERRACE ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0405,-92.4935,667,327,0.49025487256371814,340
SUSAN LINDGREN ELEMENTARY,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2733780,2-Title I targeted assistance school,44.9287,-93.3407,497,215,0.43259557344064387,282
SW METRO ALC,Southwest Metro Intermediate 288,2700420,6-Not a Title I school,44.788945,-93.596098,106,41,0.3867924528301887,65
SW METRO LEVEL 4 PROGRAMS,Southwest Metro Intermediate 288,2700420,6-Not a Title I school,44.792658,-93.471997,152,41,0.26973684210526316,111
SW SHAKOPEE SPECIAL ED,Southwest Metro Intermediate 288,2700420,6-Not a Title I school,44.784393,-93.553896,41,9,0.21951219512195122,32
SWAN RIVER MONTESSORI CHARTER SCH,Swan River Montessori Charter Sch,2700249,6-Not a Title I school,45.3042,-93.8019,158,11,0.06962025316455696,147
SWANVILLE ELEMENTARY,SWANVILLE PUBLIC SCHOOL DISTRICT,2738280,2-Title I targeted assistance school,45.9106,-94.6411,200,19,0.095,181
SWANVILLE SECONDARY,SWANVILLE PUBLIC SCHOOL DISTRICT,2738280,2-Title I targeted assistance school,45.9109,-94.642,139,7,0.050359712230215826,132
SWEENEY ELEMENTARY,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.7874,-93.5399,651,251,0.38556067588325654,400
SWWC ELC - WINDOM,Region 6 and 8-SW/WC Service Coop,2700086,6-Not a Title I school,43.866983,-95.108514,46,12,0.2608695652173913,34
TALAHI COMMUNITY ELEMENTARY,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.5498,-94.1334,526,414,0.7870722433460076,112
TARTAN SENIOR HIGH,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,44.9604,-92.9714,1683,1019,0.6054664289958408,664
TASSEL TRANSITION,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,2-Title I targeted assistance school,44.856483,-93.463826,60,16,0.26666666666666666,44
TATANKA ELEMENTARY STEM SCHOOL,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2707200,2-Title I targeted assistance school,45.1813,-93.8648,522,69,0.13218390804597702,453
TAYLORS FALLS ELEMENTARY,CHISAGO LAKES SCHOOL DISTRICT,2700017,2-Title I targeted assistance school,45.4072,-92.6558,359,35,0.09749303621169916,324
TEA,INTERMEDIATE SCHOOL DISTRICT 917,2700026,6-Not a Title I school,44.73344,-93.182441,50,23,0.46,27
TEAM ACADEMY,TEAM ACADEMY,2700241,2-Title I targeted assistance school,44.094104,-93.50477,120,58,0.48333333333333334,62
TECHNICAL SENIOR HIGH,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.510543,-94.211971,1589,870,0.5475141598489616,719
TESFA INTERNATIONAL SCHOOL,Tesfa International School,2700415,5-Title I schoolwide school,45.042309,-93.236648,195,172,0.882051282051282,23
THE ALTERNATIVE PROGRAM (TAP),WAYZATA PUBLIC SCHOOL DISTRICT,2742160,2-Title I targeted assistance school,45.0451,-93.5112,147,71,0.48299319727891155,76
THE FAIR SCHOOL - CRYSTAL,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.0269,-93.357221,295,219,0.7423728813559322,76
THE HEIGHTS COMMUNITY SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.98246,-93.02118,418,372,0.8899521531100478,46
THE NEXT STEP,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,45.013055,-92.990046,96,46,0.4791666666666667,50
THOMAS LAKE ELEMENTARY,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7981,-93.1741,570,187,0.3280701754385965,383
TOKATA LEARNING CENTER,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.785565,-93.553434,99,65,0.6565656565656566,34
TOWER VIEW ALTERNATIVE HIGH SCHOOL,Goodhue County Education District,2791443,6-Not a Title I school,44.570182,-92.637985,67,22,0.3283582089552239,45
TOWER-SOUDAN ELEMENTARY,ST. LOUIS COUNTY SCHOOL DISTRICT,2700008,2-Title I targeted assistance school,47.8068,-92.2731,101,49,0.48514851485148514,52
TRACY ELEMENTARY,TRACY AREA PUBLIC SCHOOL DISTRICT,2700326,5-Title I schoolwide school,44.224745,-95.622402,316,75,0.23734177215189872,241
TRACY SECONDARY,TRACY AREA PUBLIC SCHOOL DISTRICT,2700326,5-Title I schoolwide school,44.2252,-95.6305,376,89,0.23670212765957446,287
TRANSITION PLUS,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7325,-93.1832,119,41,0.3445378151260504,78
TRANSITION PLUS,HOPKINS PUBLIC SCHOOL DISTRICT,2714260,5-Title I schoolwide school,44.955275,-93.399594,47,17,0.3617021276595745,30
TRANSITION PLUS SERVICES,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.947926,-93.243024,261,192,0.735632183908046,69
TREK NORTH MIDDLE SCHOOL,TREKNORTH HIGH SCHOOL,2700345,5-Title I schoolwide school,47.492237,-94.900785,115,65,0.5652173913043478,50
TREKNORTH HIGH SCHOOL,TREKNORTH HIGH SCHOOL,2700345,5-Title I schoolwide school,47.492237,-94.900785,143,71,0.4965034965034965,72
TRI-CITY UNITED HIGH SCHOOL,TRI-CITY UNITED SCHOOL DISTRICT,2700379,2-Title I targeted assistance school,44.4474,-93.5868,547,82,0.14990859232175502,465
TRI-COUNTY SECONDARY,TRI-COUNTY SCHOOL DISTRICT,2791446,2-Title I targeted assistance school,48.5738,-96.5245,74,5,0.06756756756756757,69
TRIMONT ELEMENTARY,MARTIN COUNTY WEST SCHOOL DISTRICT,2718960,2-Title I targeted assistance school,43.7652,-94.7164,193,19,0.09844559585492228,174
TRIO WOLF CREEK DISTANCE LEARNING,TRIO WOLF CREEK DISTANCE LEARNING,2700235,2-Title I targeted assistance school,45.377132,-92.896198,168,13,0.07738095238095238,155
TRITON ELEMENTARY,TRITON SCHOOL DISTRICT,2740665,5-Title I schoolwide school,44.0317,-92.8655,452,94,0.2079646017699115,358
TRITON HIGH SCHOOL,TRITON SCHOOL DISTRICT,2740665,5-Title I schoolwide school,44.0324,-92.8663,335,80,0.23880597014925373,255
TRITON MIDDLE SCHOOL,TRITON SCHOOL DISTRICT,2740665,5-Title I schoolwide school,44.032122,-92.865938,252,67,0.26587301587301587,185
TRUMAN ELEMENTARY,TRUMAN PUBLIC SCHOOL DISTRICT,2740680,2-Title I targeted assistance school,43.8262,-94.4308,149,20,0.1342281879194631,129
TRUMAN SECONDARY,TRUMAN PUBLIC SCHOOL DISTRICT,2740680,2-Title I targeted assistance school,43.826,-94.4322,80,5,0.0625,75
TURTLE LAKE ELEMENTARY,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.1101,-93.1493,1059,282,0.26628895184135976,777
TWIN BLUFF SCHOOL,RED WING PUBLIC SCHOOL DISTRICT,2730480,2-Title I targeted assistance school,44.5448,-92.5439,598,158,0.26421404682274247,440
TWIN CITIES ACADEMY,TWIN CITIES ACADEMY,2700246,2-Title I targeted assistance school,44.962301,-93.037734,620,454,0.7322580645161291,166
TWIN CITIES GERMAN IMMERSION CHRTR,Twin Cities German Immersion Chtr,2700262,2-Title I targeted assistance school,44.975874,-93.144072,584,80,0.136986301369863,504
TWIN CITIES INTERNATIONAL SCHOOLS,Twin Cities International Schools,2700189,5-Title I schoolwide school,44.990553,-93.282678,587,587,1,0
TWIN LAKES ELEMENTARY,Elk River School District,2711370,2-Title I targeted assistance school,45.3206,-93.522,652,105,0.16104294478527606,547
TWIN OAKS MIDDLE SCHOOL,PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,2-Title I targeted assistance school,44.72,-93.4055,1046,234,0.2237093690248566,812
