school,district,ncesid,title_1_school_status,lat,long,total_enroll,bipoc_enroll,bipoc_pct,white_enroll
FILLMORE CENTRAL ELEMENTARY,FILLMORE CENTRAL,2700100,2-Title I targeted assistance school,43.6763,-92.0912,331,26,0.07854984894259819,305
FILLMORE CENTRAL SENIOR HIGH,FILLMORE CENTRAL,2700100,2-Title I targeted assistance school,43.5527,-92.0108,294,10,0.034013605442176874,284
FINLAYSON ELEMENTARY,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2714070,5-Title I schoolwide school,46.2032,-92.923,75,4,0.05333333333333334,71
FIRST CITY SCHOOL,BEMIDJI PUBLIC SCHOOL DISTRICT,2704440,5-Title I schoolwide school,47.4772,-94.9042,53,36,0.6792452830188679,17
FISHER ELEMENTARY,FISHER PUBLIC SCHOOL DISTRICT,2712180,2-Title I targeted assistance school,47.7977,-96.7967,132,12,0.09090909090909091,120
FISHER SECONDARY,FISHER PUBLIC SCHOOL DISTRICT,2712180,2-Title I targeted assistance school,47.7974,-96.7977,119,14,0.11764705882352941,105
FIT ACADEMY,FIT Academy,2700425,5-Title I schoolwide school,44.734512,-93.211843,256,119,0.46484375,137
FIVE HAWKS EL.,PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,2-Title I targeted assistance school,44.7083,-93.4369,560,78,0.1392857142857143,482
FLOODWOOD ELEMENTARY,FLOODWOOD PUBLIC SCHOOL DISTRICT,2712210,5-Title I schoolwide school,46.930252,-92.915717,119,18,0.15126050420168066,101
FLOODWOOD SECONDARY,FLOODWOOD PUBLIC SCHOOL DISTRICT,2712210,5-Title I schoolwide school,46.930252,-92.915717,96,16,0.16666666666666666,80
FOCUS BEYOND,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.931634,-93.117795,253,190,0.7509881422924901,63
FOLEY ELEMENTARY,FOLEY PUBLIC SCHOOL DISTRICT,2712240,2-Title I targeted assistance school,45.6717,-93.9102,611,20,0.03273322422258593,591
FOLEY INTERMEDIATE ELEMENTARY,FOLEY PUBLIC SCHOOL DISTRICT,2712240,2-Title I targeted assistance school,45.6721,-93.909,733,24,0.03274215552523874,709
FOLEY SENIOR HIGH,FOLEY PUBLIC SCHOOL DISTRICT,2712240,2-Title I targeted assistance school,45.6708,-93.9096,609,19,0.031198686371100164,590
FOLWELL ARTS MAGNET,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.937162,-93.242932,792,699,0.8825757575757576,93
FOLWELL ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0166,-92.4857,315,87,0.2761904761904762,228
FOREST ELEMENTARY,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.040949,-93.36758,582,388,0.6666666666666666,194
FOREST HILLS ELEMENTARY,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,2-Title I targeted assistance school,44.881100000000004,-93.4508,629,349,0.5548489666136724,280
FOREST LAKE AREA COMMUNITY SCHOOL,FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,2-Title I targeted assistance school,45.271542,-92.996311,191,42,0.2198952879581152,149
FOREST LAKE AREA HIGH SCHOOL,FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,2-Title I targeted assistance school,45.2582,-92.98,1972,259,0.13133874239350912,1713
FOREST LAKE AREA MIDDLE SCHOOL,FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,2-Title I targeted assistance school,45.2597,-92.9738,844,117,0.1386255924170616,727
FOREST LAKE ELEMENTARY,FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,2-Title I targeted assistance school,45.2748,-92.9898,332,73,0.21987951807228914,259
FOREST LAKE ELEMENTARY,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,5-Title I schoolwide school,47.2395,-93.5397,324,51,0.1574074074074074,273
FOREST VIEW ELEMENTARY,FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,2-Title I targeted assistance school,45.2723,-92.9894,422,104,0.24644549763033174,318
FORESTVIEW MIDDLE,BRAINERD PUBLIC SCHOOL DISTRICT,2706090,5-Title I schoolwide school,46.3287,-94.2791,2024,184,0.09090909090909091,1840
FOSSTON SECONDARY,FOSSTON PUBLIC SCHOOL DISTRICT,2712300,5-Title I schoolwide school,47.5753,-95.7489,305,59,0.19344262295081968,246
FOUR SEASONS ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.95034,-93.183469,422,377,0.8933649289099526,45
FRANK WHITE EDUCATION CENTER,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2728080,5-Title I schoolwide school,46.924832,-95.064507,77,7,0.09090909090909091,70
FRANKLIN ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,43.994711,-92.450288,615,347,0.5642276422764227,268
FRANKLIN ELEMENTARY,EVELETH-GILBERT SCHOOL DISTRICT,2700021,2-Title I targeted assistance school,47.465789,-92.532164,309,25,0.08090614886731391,284
FRANKLIN ELEMENTARY,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.1755,-93.9922,409,133,0.3251833740831296,276
FRANKLIN ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.2012,-93.3947,367,185,0.5040871934604905,182
FRANKLIN MIDDLE,THIEF RIVER FALLS SCHOOL DISTRICT,2738850,2-Title I targeted assistance school,48.1135,-96.1617,478,77,0.16108786610878661,401
FRANKLIN MIDDLE SCHOOL,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.99412,-93.290291,333,327,0.9819819819819819,6
FRAZEE ELEMENTARY,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2712360,5-Title I schoolwide school,46.7333,-95.7001,467,86,0.1841541755888651,381
FRAZEE SECONDARY,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2712360,5-Title I schoolwide school,46.7302,-95.6986,421,64,0.15201900237529692,357
FRESHWATER EDUCATION DISTRICT ALC,Freshwater Education District,2700014,6-Not a Title I school,46.420591,-95.131745,119,25,0.21008403361344538,94
FRIDLEY MIDDLE,FRIDLEY PUBLIC SCHOOL DISTRICT,2712420,2-Title I targeted assistance school,45.080076,-93.25188,802,577,0.7194513715710723,225
FRIDLEY MOORE LK AREA LEARNING CTR,FRIDLEY PUBLIC SCHOOL DISTRICT,2712420,2-Title I targeted assistance school,45.082722,-93.237139,61,47,0.7704918032786885,14
FRIDLEY SENIOR HIGH,FRIDLEY PUBLIC SCHOOL DISTRICT,2712420,2-Title I targeted assistance school,45.0763,-93.2524,920,634,0.6891304347826087,286
FRIEDELL MIDDLE,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0054,-92.462,460,145,0.31521739130434784,315
FRIENDLY HILLS MIDDLE,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2742270,5-Title I schoolwide school,44.867378,-93.119388,787,393,0.4993646759847522,394
FRIENDSHIP ACDMY OF FINE ARTS CHTR.,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2700190,5-Title I schoolwide school,44.934345,-93.234276,166,163,0.9819277108433735,3
FROST LAKE ELEMENTARY SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.98963,-93.036728,526,505,0.9600760456273765,21
FULDA ELEMENTARY,FULDA PUBLIC SCHOOL DISTRICT,2712480,2-Title I targeted assistance school,43.8724,-95.6022,222,59,0.26576576576576577,163
FULDA SECONDARY,FULDA PUBLIC SCHOOL DISTRICT,2712480,2-Title I targeted assistance school,43.874,-95.605,147,29,0.19727891156462585,118
GAGE ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0631,-92.4818,739,493,0.6671177266576455,246
GALTIER ELEMENTARY SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.958004,-93.156137,204,161,0.7892156862745098,43
GARDEN CITY ELEMENTARY,OSSEO PUBLIC SCHOOL DISTRICT,2725200,5-Title I schoolwide school,45.072239,-93.327217,375,359,0.9573333333333334,16
GARFIELD ELEMENTARY,BRAINERD PUBLIC SCHOOL DISTRICT,2706090,5-Title I schoolwide school,46.3704,-94.174,372,41,0.11021505376344086,331
GARFIELD ELEMENTARY,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2703060,5-Title I schoolwide school,45.9412,-95.488,135,8,0.05925925925925926,127
GARLOUGH ENVIRONMENTAL MAGNET,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2742270,5-Title I schoolwide school,44.893592,-93.094353,443,297,0.6704288939051919,146
GATE 4/5,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,45.04425,-92.812781,55,12,0.21818181818181817,43
GATEWAY STEM ACADEMY CHARTER SCHOOL,Gateway STEM Academy,2700445,5-Title I schoolwide school,44.783871,-93.250845,178,178,1,0
GATEWOOD ELEMENTARY,HOPKINS PUBLIC SCHOOL DISTRICT,2714260,5-Title I schoolwide school,44.897317,-93.469376,452,291,0.6438053097345132,161
GENE DILLON ELEMENTARY SCHOOL,BEMIDJI PUBLIC SCHOOL DISTRICT,2704440,5-Title I schoolwide school,47.46886,-94.934721,804,281,0.34950248756218905,523
GEORGE W. GIBBS ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.08193,-92.54978,821,295,0.35931790499390986,526
GFW ELEMENTARY SCHOOL (PK-5),G.F.W.,2712580,2-Title I targeted assistance school,44.534488,-94.52184,207,40,0.1932367149758454,167
GFW INTERMEDIATE SCHOOL (GRADE 4-6),G.F.W.,2712580,2-Title I targeted assistance school,44.5253,-94.7168,162,38,0.2345679012345679,124
GFW JUNIOR/SR HIGH SCHOOL (6-12),G.F.W.,2712580,2-Title I targeted assistance school,44.543527,-94.366318,336,67,0.19940476190476192,269
GIDEON POND ELEMENTARY,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.767338,-93.266941,494,334,0.6761133603238867,160
GLACIAL HILLS ELEMENTARY,GLACIAL HILLS ELEMENTARY,2700293,2-Title I targeted assistance school,45.6126,-95.5397,93,10,0.10752688172043011,83
GLACIER HILLS SCHOOL - ARTS/SCIENCE,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.8185,-93.1551,736,419,0.5692934782608695,317
GLADSTONE VOLUNTARY PRE-K,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,44.99978,-93.039768,50,32,0.64,18
GLEASON LAKE ELEMENTARY,WAYZATA PUBLIC SCHOOL DISTRICT,2742160,2-Title I targeted assistance school,44.982,-93.5009,634,182,0.2870662460567823,452
GLEN LAKE ELEMENTARY,HOPKINS PUBLIC SCHOOL DISTRICT,2714260,5-Title I schoolwide school,44.915262,-93.456912,480,144,0.3,336
GLENCOE-SILVER LAKE SENIOR HIGH,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2700128,2-Title I targeted assistance school,44.7762,-94.1376,517,102,0.19729206963249515,415
GLENDALE EL.,PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,2-Title I targeted assistance school,44.7525,-93.3631,649,204,0.31432973805855163,445
GLENVILLE EMMONS ELEMENTARY,GLENVILLE-EMMONS SCHOOL DISTRICT,2700148,2-Title I targeted assistance school,43.5722,-93.2828,127,13,0.10236220472440945,114
GLENVILLE-EMMONS SECONDARY,GLENVILLE-EMMONS SCHOOL DISTRICT,2700148,2-Title I targeted assistance school,43.5672,-93.2757,113,4,0.035398230088495575,109
GLOBAL ACADEMY,GLOBAL ACADEMY,2700313,2-Title I targeted assistance school,45.058244,-93.225955,445,396,0.8898876404494382,49
GLOBAL ARTS PLUS LOWER,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.936065,-93.143344,391,268,0.6854219948849105,123
GLOBAL ARTS PLUS UPPER,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.928338,-93.134927,497,342,0.6881287726358148,155
GLYNDON-FELTON ELEMENTARY,DILWORTH-GLYNDON-FELTON,2710260,2-Title I targeted assistance school,46.8715,-96.5812,335,49,0.14626865671641792,286
GOLDEN LAKE ELEMENTARY,CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,2-Title I targeted assistance school,45.1327,-93.1502,403,144,0.3573200992555831,259
GOODHUE ELEMENTARY,GOODHUE PUBLIC SCHOOL DISTRICT,2712900,2-Title I targeted assistance school,44.402,-92.6282,361,13,0.036011080332409975,348
GOODHUE SECONDARY,GOODHUE PUBLIC SCHOOL DISTRICT,2712900,2-Title I targeted assistance school,44.402,-92.6288,321,5,0.01557632398753894,316
GOODRIDGE ELEMENTARY,GOODRIDGE PUBLIC SCHOOL DISTRICT,2713020,5-Title I schoolwide school,48.145855,-95.808807,163,18,0.11042944785276074,145
GOODRIDGE SECONDARY,GOODRIDGE PUBLIC SCHOOL DISTRICT,2713020,5-Title I schoolwide school,48.145855,-95.808807,87,11,0.12643678160919541,76
GOODVIEW ELEMENTARY,WINONA AREA PUBLIC SCHOOL DISTRICT,2744070,2-Title I targeted assistance school,44.0658,-91.7085,221,36,0.16289592760180996,185
GORDON BAILEY ELEMENTARY,SOUTH WASHINGTON COUNTY SCHOOL DIST,2733810,2-Title I targeted assistance school,44.889713,-92.96228,643,187,0.29082426127527217,456
GORDON PARKS HIGH SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.955321,-93.151191,144,130,0.9027777777777778,14
GRAINWOOD EL.,PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,2-Title I targeted assistance school,44.7147,-93.4175,450,108,0.24,342
GRANADA HUNTLEY EAST CHAIN ELEM SCH,Granada Huntley East Chain,2713040,2-Title I targeted assistance school,43.697871,-94.345687,138,3,0.021739130434782608,135
GRANADA HUNTLEY EAST CHAIN HIGH SCH,Granada Huntley East Chain,2713040,2-Title I targeted assistance school,43.697871,-94.345687,84,5,0.05952380952380952,79
GRANADA HUNTLEY EAST CHAIN MIDDLE S,Granada Huntley East Chain,2713040,2-Title I targeted assistance school,43.697871,-94.345687,72,0,0,72
GRAND MEADOW ELEMENTARY,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2713140,2-Title I targeted assistance school,43.7092,-92.5613,164,16,0.0975609756097561,148
GRAND MEADOW MIDDLE,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2713140,2-Title I targeted assistance school,43.7092,-92.5628,152,15,0.09868421052631579,137
GRAND MEADOW SENIOR HIGH,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2713140,2-Title I targeted assistance school,43.7093,-92.5621,132,8,0.06060606060606061,124
GRAND RAPIDS AREA LEARNING CENTER,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,5-Title I schoolwide school,47.218139,-93.521197,97,27,0.27835051546391754,70
GRAND RAPIDS EARLY CHILDHOOD CENTER,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,5-Title I schoolwide school,47.2188,-93.526,111,8,0.07207207207207207,103
GRAND RAPIDS SENIOR HIGH,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,5-Title I schoolwide school,47.2469,-93.542,1146,143,0.12478184991273997,1003
GRANDVIEW MIDDLE SCHOOL,WESTONKA PUBLIC SCHOOL DISTRICT,2722920,2-Title I targeted assistance school,44.9442,-93.6683,551,76,0.13793103448275862,475
GREAT EXPECTATIONS,GREAT EXPECTATIONS,2700339,2-Title I targeted assistance school,47.756100000000004,-90.3258,106,10,0.09433962264150944,96
GREAT RIVER ELEMENTARY SCHOOL,GREAT RIVER SCHOOL,2700344,6-Not a Title I school,44.9704,-93.1555,356,93,0.2612359550561798,263
GREAT RIVER SCHOOL,GREAT RIVER SCHOOL,2700344,6-Not a Title I school,44.9702,-93.1553,378,103,0.2724867724867725,275
GREEN CENTRAL PARK ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.940176,-93.271131,352,321,0.9119318181818182,31
GREEN ISLE COMMUNITY SCHOOL,GREEN ISLE COMMUNITY SCHOOL,2700254,6-Not a Title I school,44.6775,-94.0089,59,5,0.0847457627118644,54
GREENBUSH ELEMENTARY,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2700107,2-Title I targeted assistance school,48.696,-96.1836,124,6,0.04838709677419355,118
GREENBUSH-MIDDLE RIVER SECONDARY,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2700107,2-Title I targeted assistance school,48.696,-96.1836,150,14,0.09333333333333334,136
GREENHAVEN ELEMENTARY,HIBBING PUBLIC SCHOOL DISTRICT,2713980,2-Title I targeted assistance school,47.4082,-92.9369,295,40,0.13559322033898305,255
GREENLEAF ELEMENTARY,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7553,-93.2088,848,374,0.4410377358490566,474
GREENVALE PARK ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,2723880,2-Title I targeted assistance school,44.469,-93.17,437,141,0.32265446224256294,296
GREENWAY MIDDLE,GREENWAY PUBLIC SCHOOL DISTRICT,2709480,5-Title I schoolwide school,47.288194,-93.425785,328,65,0.19817073170731708,263
GREENWAY SENIOR HIGH,GREENWAY PUBLIC SCHOOL DISTRICT,2709480,5-Title I schoolwide school,47.288194,-93.425785,298,47,0.15771812080536912,251
GREENWOOD ELEMENTARY,WAYZATA PUBLIC SCHOOL DISTRICT,2742160,2-Title I targeted assistance school,45.0227,-93.5091,773,300,0.38809831824062097,473
GREY CLOUD ELEMENTARY,SOUTH WASHINGTON COUNTY SCHOOL DIST,2733810,2-Title I targeted assistance school,44.841635,-92.910795,690,155,0.2246376811594203,535
GROVELAND ELEMENTARY,MINNETONKA PUBLIC SCHOOL DISTRICT,2711670,2-Title I targeted assistance school,44.942486,-93.49852,895,128,0.1430167597765363,767
GROVELAND PARK ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.93474,-93.185664,383,214,0.5587467362924282,169
GRYGLA ELEMENTARY,GRYGLA PUBLIC SCHOOL DISTRICT,2718920,5-Title I schoolwide school,48.3024,-95.621,72,10,0.1388888888888889,62
GRYGLA SECONDARY,GRYGLA PUBLIC SCHOOL DISTRICT,2718920,5-Title I schoolwide school,48.3026,-95.6198,72,2,0.027777777777777776,70
GSL JUNIOR HIGH SCHOOL,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2700128,2-Title I targeted assistance school,44.7757,-94.14,257,64,0.2490272373540856,193
GUADALUPE ALTERNATIVE PROGRAMS,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.928322,-93.069199,58,56,0.9655172413793104,2
HALE ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.905719,-93.256832,655,158,0.24122137404580152,497
HALL INTERNATIONAL,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.996095,-93.289831,239,220,0.9205020920502092,19
HALVERSON ELEMENTARY,ALBERT LEA PUBLIC SCHOOL DISTRICT,2702970,5-Title I schoolwide school,43.6314,-93.3561,398,214,0.5376884422110553,184
HAMILTON ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1704,-93.3013,425,219,0.5152941176470588,206
HAMLINE ELEMENTARY SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.964593,-93.168027,258,201,0.7790697674418605,57
HANCOCK ELEMENTARY,HANCOCK PUBLIC SCHOOL DISTRICT,2713380,2-Title I targeted assistance school,45.4973,-95.7899,213,33,0.15492957746478872,180
HANCOCK SEC.,HANCOCK PUBLIC SCHOOL DISTRICT,2713380,2-Title I targeted assistance school,45.4973,-95.7906,173,18,0.10404624277456648,155
HANDKE CENTER- EC SPECIAL EDUCATION,Elk River School District,2711370,2-Title I targeted assistance school,45.304778,-93.576458,320,38,0.11875,282
HANOVER ELEMENTARY,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2707200,2-Title I targeted assistance school,45.1564,-93.6674,434,41,0.0944700460829493,393
HARAMBEE ELEMENTARY SCHOOL,ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,5-Title I schoolwide school,45.00385,-93.100381,319,263,0.8244514106583072,56
HARBOR CITY INTERNATIONAL CHARTER,HARBOR CITY INTERNATIONAL CHARTER,2700209,2-Title I targeted assistance school,46.7832,-92.1018,214,40,0.18691588785046728,174
HARDING SENIOR HIGH,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.959388,-93.036082,1877,1770,0.9429941395844432,107
HARLEY HOPKINS FAMILY CENTER,HOPKINS PUBLIC SCHOOL DISTRICT,2714260,5-Title I schoolwide school,44.921384,-93.395542,138,60,0.43478260869565216,78
HARMONY LEARNING CENTER,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,44.9733,-92.9944,45,35,0.7777777777777778,10
HARRIET BISHOP ELEMENTARY,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.743897,-93.353105,465,214,0.46021505376344085,251
HARRISON ELEMENTARY,BRAINERD PUBLIC SCHOOL DISTRICT,2706090,5-Title I schoolwide school,46.3529,-94.1864,248,19,0.07661290322580645,229
HARTLEY ELEMENTARY,WASECA PUBLIC SCHOOL DISTRICT,2741880,2-Title I targeted assistance school,44.083299,-93.499387,454,110,0.2422907488986784,344
HASSAN ELEMENTARY,Elk River School District,2711370,2-Title I targeted assistance school,45.2097,-93.5768,721,112,0.1553398058252427,609
HASTINGS EARLY CHILD SPECIAL ED.,HASTINGS PUBLIC SCHOOL DISTRICT,2713530,2-Title I targeted assistance school,44.7429,-92.8659,77,10,0.12987012987012986,67
HASTINGS HIGH SCHOOL,HASTINGS PUBLIC SCHOOL DISTRICT,2713530,2-Title I targeted assistance school,44.744,-92.8904,1414,162,0.11456859971711457,1252
HASTINGS MIDDLE SCHOOL,HASTINGS PUBLIC SCHOOL DISTRICT,2713530,2-Title I targeted assistance school,44.736043,-92.86478,1335,237,0.17752808988764046,1098
HAWLEY ELEMENTARY,HAWLEY PUBLIC SCHOOL DISTRICT,2713560,2-Title I targeted assistance school,46.8855,-96.3211,518,37,0.07142857142857142,481
HAWLEY SECONDARY,HAWLEY PUBLIC SCHOOL DISTRICT,2713560,2-Title I targeted assistance school,46.8829,-96.3197,451,23,0.050997782705099776,428
HAWTHORNE ELEMENTARY,ALBERT LEA PUBLIC SCHOOL DISTRICT,2702970,5-Title I schoolwide school,43.6575,-93.3559,423,174,0.41134751773049644,249
HAYES ELEMENTARY,FRIDLEY PUBLIC SCHOOL DISTRICT,2712420,2-Title I targeted assistance school,45.0869,-93.2541,511,338,0.6614481409001957,173
HAYFIELD ELEMENTARY,HAYFIELD PUBLIC SCHOOL DISTRICT,2713590,2-Title I targeted assistance school,43.8892,-92.8383,281,26,0.09252669039145907,255
HAYFIELD SECONDARY,HAYFIELD PUBLIC SCHOOL DISTRICT,2713590,2-Title I targeted assistance school,43.89,-92.838,385,44,0.11428571428571428,341
HAZEL PARK PREPARATORY ACADEMY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.975626,-93.023856,513,490,0.9551656920077972,23
HEALY SECONDARY,PIERZ PUBLIC SCHOOL DISTRICT,2728320,2-Title I targeted assistance school,45.979,-94.0969,589,15,0.025466893039049237,574
HEART OF THE LAKE ELEMENTARY,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2728230,5-Title I schoolwide school,46.588,-95.5816,577,112,0.19410745233968804,465
HENDRICKS ELEMENTARY,HENDRICKS PUBLIC SCHOOL DISTRICT,2713680,5-Title I schoolwide school,44.506475,-96.422138,68,8,0.11764705882352941,60
HENNEPIN ELEMENTARY SCHOOL,HENNEPIN ELEMENTARY SCHOOL,2700335,2-Title I targeted assistance school,44.9613,-93.271198,305,303,0.9934426229508196,2
HENNEPIN GATEWAY TO COLLEGE,INTERMEDIATE SCHOOL DISTRICT 287,2700025,6-Not a Title I school,45.096549,-93.397841,83,46,0.5542168674698795,37
HENNEPIN MIDDLE SCHOOL,HENNEPIN ELEMENTARY SCHOOL,2700335,2-Title I targeted assistance school,44.9123,-93.226819,89,89,1,0
HENNING ELEMENTARY,HENNING PUBLIC SCHOOL DISTRICT,2713860,5-Title I schoolwide school,46.319324,-95.447267,217,16,0.07373271889400922,201
HENNING SECONDARY,HENNING PUBLIC SCHOOL DISTRICT,2713860,5-Title I schoolwide school,46.319324,-95.447267,168,11,0.06547619047619048,157
HENRY SENIOR HIGH,Minneapolis Public School District,2721240,5-Title I schoolwide school,45.0344,-93.305331,985,905,0.9187817258883249,80
HENRY SIBLEY HIGH SCHOOL,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2742270,5-Title I schoolwide school,44.8872,-93.107892,1464,733,0.5006830601092896,731
HERITAGE E-STEM MAGNET SCHOOL,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2742270,5-Title I schoolwide school,44.913238,-93.090165,823,435,0.528554070473876,388
HERITAGE STEM ACADEMY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.98903,-93.226261,145,143,0.9862068965517241,2
HERMAN ELEMENTARY,HERMAN-NORCROSS SCHOOL DISTRICT,2713890,2-Title I targeted assistance school,45.8119,-96.1385,54,8,0.14814814814814814,46
HERMAN SECONDARY,HERMAN-NORCROSS SCHOOL DISTRICT,2713890,2-Title I targeted assistance school,45.8114,-96.1379,46,8,0.17391304347826086,38
HERMANTOWN ELEMENTARY,HERMANTOWN PUBLIC SCHOOL DISTRICT,2713920,2-Title I targeted assistance school,46.8228,-92.2455,757,76,0.10039630118890357,681
HERMANTOWN MIDDLE,HERMANTOWN PUBLIC SCHOOL DISTRICT,2713920,2-Title I targeted assistance school,46.82556,-92.243091,674,74,0.10979228486646884,600
HERMANTOWN SENIOR HIGH,HERMANTOWN PUBLIC SCHOOL DISTRICT,2713920,2-Title I targeted assistance school,46.8256,-92.2431,669,50,0.07473841554559044,619
HERON LAKE-OKABENA ELEMENTARY,HERON LAKE-OKABENA SCHOOL DISTRICT,2713930,2-Title I targeted assistance school,43.793,-95.3132,148,30,0.20270270270270271,118
HERON LAKE-OKABENA SECONDARY,HERON LAKE-OKABENA SCHOOL DISTRICT,2713930,2-Title I targeted assistance school,43.7412,-95.3167,167,31,0.18562874251497005,136
HIAWATHA COLLEGE PREP - KINGFIELD,HIAWATHA ACADEMIES,2700288,5-Title I schoolwide school,44.9337,-93.2835,352,351,0.9971590909090909,1
HIAWATHA COLLEGE PREP - NORTHROP,HIAWATHA ACADEMIES,2700288,5-Title I schoolwide school,44.918386,-93.250232,169,169,1,0
HIAWATHA COLLEGIATE HIGH SCHOOL,HIAWATHA ACADEMIES,2700288,5-Title I schoolwide school,44.951972,-93.221704,498,495,0.9939759036144579,3
HIAWATHA ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.926461,-93.21212,249,72,0.2891566265060241,177
HIAWATHA LEADERSHIP ACAD-MORRIS PK,HIAWATHA ACADEMIES,2700288,5-Title I schoolwide school,44.9021,-93.217417,247,245,0.9919028340080972,2
HIAWATHA LEADERSHIP ACDY-NORTHROP,HIAWATHA ACADEMIES,2700288,5-Title I schoolwide school,44.919319,-93.250522,289,288,0.9965397923875432,1
HIBBING HIGH,HIBBING PUBLIC SCHOOL DISTRICT,2713980,2-Title I targeted assistance school,47.4256,-92.9325,1043,144,0.13806327900287632,899
